seed,target_only,random_aug,similarity_only,evidential_oracle
0,0.6237113402061856,0.6125881714595768,0.609875203472599,0.6060770482908301
1,0.6109603906673902,0.5973955507325013,0.6158437330439501,0.5935973955507324
2,0.6068909386869235,0.614758545849159,0.6169289202387412,0.6052631578947368
3,0.6112316874660879,0.6272381985892566,0.6025501899077592,0.6131307650569723
4,0.6356483993488877,0.6060770482908302,0.5998372219207813,0.6109603906673902
