seed,target_only,random_aug,similarity_only,evidential_oracle
0,0.5606405138969421,0.5813759565353394,0.48930540680885315,0.4566895365715027
1,0.530673086643219,0.5305110216140747,0.5028200149536133,0.546940267086029
2,0.5267086029052734,0.5346674919128418,0.4551154375076294,0.4596932530403137
3,0.5417978167533875,0.5200619101524353,0.4719148874282837,0.5302693247795105
4,0.5182368755340576,0.5551135540008545,0.5182669162750244,0.5567213892936707
