seed,target_only,random_aug,similarity_only,evidential_oracle
0,0.6142159522517635,0.6204557786218122,0.6169289202387411,0.6258817145957678
1,0.6361909929462832,0.6196418882257189,0.6190992946283234,0.6323928377645144
2,0.6106890938686923,0.6212696690179056,0.5968529571351058,0.619641888225719
3,0.6242539338035812,0.6199131850244167,0.613673358654368,0.6313076505697233
4,0.63537710255019,0.6351058057514922,0.6239826370048833,0.6261530113944656
